Product_ID,Product_Category,Current_Stock,Supplier_Cost_USD,Lead_Time_Days,Daily_Sales_Velocity,Supplier_Name,Market_Trend_Score,Retail_Price_USD
GT-PROD-01167,Smartphones,196,1200.68,19,11.9,TechCorp,39,1465.25
GT-PROD-01168,Smart Home Hubs,74,1200.68,9,11.9,TechCorp,48,1855.42
GT-PROD-01169,Wearables,326,1200.68,18,11.9,InnoVision,99,1525.66
GT-PROD-01170,AI Processors,222,1200.68,28,11.9,TechCorp,48,1615.31
GT-PROD-01171,Drones,129,1200.68,14,11.9,GlobalCircuits,42,1463.03
GT-PROD-01172,VR Headsets,282,1200.68,25,11.9,GlobalCircuits,98,1889.31
GT-PROD-01173,Smartphones,199,1200.68,18,11.9,NextGen Supply,71,1909.79
GT-PROD-01174,Wearables,330,1200.68,29,11.9,InnoVision,91,1648.66
GT-PROD-01175,VR Headsets,465,1200.68,21,11.9,NextGen Supply,17,1634.1
GT-PROD-01176,Smartphones,397,1200.68,14,11.9,NextGen Supply,15,1893.21
GT-PROD-01177,VR Headsets,398,1200.68,28,11.9,NextGen Supply,77,1580.68
GT-PROD-01178,Smart Home Hubs,494,1200.68,21,11.9,TechCorp,89,1816.45
GT-PROD-01179,Drones,15,1200.68,10,11.9,InnoVision,81,1567.77
GT-PROD-01180,Smartphones,354,1200.68,3,11.9,GlobalCircuits,41,1728.49
GT-PROD-01181,Wearables,494,1200.68,29,11.9,NextGen Supply,59,1510.62
GT-PROD-01182,High-End Laptops,231,1200.68,20,11.9,TechCorp,97,1722.79
GT-PROD-01183,Smartphones,483,1200.68,16,11.9,NextGen Supply,54,1916.7
GT-PROD-01184,Smart Home Hubs,129,1200.68,8,11.9,NextGen Supply,31,1671.24
GT-PROD-01185,Smart Home Hubs,27,1200.68,27,11.9,GlobalCircuits,34,1729.04
GT-PROD-01186,VR Headsets,128,1200.68,25,11.9,GlobalCircuits,74,1866.99
GT-PROD-01187,High-End Laptops,460,1200.68,24,11.9,InnoVision,82,1694.16
GT-PROD-01188,VR Headsets,123,1200.68,16,11.9,NextGen Supply,22,1868.01
GT-PROD-01189,Smartphones,88,1200.68,15,11.9,NextGen Supply,67,1830.98
GT-PROD-01190,Wearables,32,1200.68,28,11.9,GlobalCircuits,75,1638.13
GT-PROD-01191,VR Headsets,458,1200.68,23,11.9,GlobalCircuits,17,1573.55
GT-PROD-01192,VR Headsets,309,1200.68,25,11.9,GlobalCircuits,13,1526.71
GT-PROD-01193,High-End Laptops,103,1200.68,4,11.9,TechCorp,44,1622.04
GT-PROD-01194,Smart Home Hubs,126,1200.68,7,11.9,NextGen Supply,97,1747.11
GT-PROD-01195,Wearables,303,1200.68,6,11.9,TechCorp,14,1880.11
GT-PROD-01196,Smartphones,268,1200.68,15,11.9,InnoVision,74,1875.26
GT-PROD-01197,AI Processors,69,1200.68,15,11.9,TechCorp,55,1750.13
GT-PROD-01198,AI Processors,181,1200.68,15,11.9,InnoVision,35,1864.93
GT-PROD-01199,Drones,496,1200.68,10,11.9,GlobalCircuits,55,1830.17
GT-PROD-01200,High-End Laptops,28,1200.68,29,11.9,NextGen Supply,14,1869.63
GT-PROD-01201,AI Processors,318,1200.68,29,11.9,InnoVision,73,1660.03
GT-PROD-01202,AI Processors,460,1200.68,20,11.9,TechCorp,19,1788.05
GT-PROD-01203,VR Headsets,352,1200.68,6,11.9,NextGen Supply,22,1611.74
GT-PROD-01204,Drones,153,1200.68,4,11.9,NextGen Supply,99,1813.89
GT-PROD-01205,Smart Home Hubs,212,1200.68,6,11.9,InnoVision,51,1754.07
GT-PROD-01206,Wearables,25,1200.68,12,11.9,InnoVision,35,1488.97
GT-PROD-01207,High-End Laptops,397,1200.68,27,11.9,InnoVision,44,1479.34
GT-PROD-01208,AI Processors,339,1200.68,16,11.9,TechCorp,13,1477.51
GT-PROD-01209,AI Processors,412,1200.68,22,11.9,TechCorp,80,1530.14
GT-PROD-01210,Smartphones,23,1200.68,22,11.9,NextGen Supply,41,1604.65
GT-PROD-01211,Wearables,453,1200.68,12,11.9,InnoVision,51,1562.1
GT-PROD-01212,VR Headsets,120,1200.68,23,11.9,InnoVision,41,1443.46
GT-PROD-01213,Smartphones,390,1200.68,3,11.9,NextGen Supply,80,1648.48
GT-PROD-01214,Smartphones,270,1200.68,15,11.9,InnoVision,26,1790.67
GT-PROD-01215,Smart Home Hubs,155,1200.68,18,11.9,TechCorp,63,1830.69
GT-PROD-01216,Wearables,284,1200.68,5,11.9,InnoVision,65,1539.14
GT-PROD-01217,AI Processors,274,1200.68,23,11.9,NextGen Supply,26,1637.98
GT-PROD-01218,Wearables,272,1200.68,3,11.9,GlobalCircuits,26,1697.43
GT-PROD-01219,VR Headsets,36,1200.68,4,11.9,TechCorp,29,1832.39
GT-PROD-01220,Wearables,383,1200.68,7,11.9,NextGen Supply,58,1867.36
GT-PROD-01221,High-End Laptops,45,1200.68,19,11.9,GlobalCircuits,27,1904.17
GT-PROD-01222,AI Processors,264,1200.68,7,11.9,NextGen Supply,25,1856.05
GT-PROD-01223,Wearables,18,1200.68,28,11.9,NextGen Supply,71,1480.94
GT-PROD-01224,Drones,167,1200.68,27,11.9,NextGen Supply,76,1559.21
GT-PROD-01225,Smart Home Hubs,52,1200.68,9,11.9,TechCorp,77,1790.26
GT-PROD-01226,High-End Laptops,385,1200.68,11,11.9,InnoVision,80,1817.4
GT-PROD-01227,Smart Home Hubs,117,1200.68,8,11.9,TechCorp,65,1636.48
GT-PROD-01228,Wearables,362,1200.68,6,11.9,NextGen Supply,74,1533.33
GT-PROD-01229,Drones,41,1200.68,19,11.9,NextGen Supply,75,1902.36
GT-PROD-01230,Wearables,131,1200.68,21,11.9,NextGen Supply,88,1627.49
GT-PROD-01231,Drones,410,1200.68,9,11.9,GlobalCircuits,56,1443.65
GT-PROD-01232,AI Processors,65,1200.68,13,11.9,NextGen Supply,29,1874.93
GT-PROD-01233,Smart Home Hubs,131,1200.68,24,11.9,NextGen Supply,66,1772.47
GT-PROD-01234,Smart Home Hubs,89,1200.68,20,11.9,GlobalCircuits,20,1915.27
GT-PROD-01235,VR Headsets,149,1200.68,9,11.9,TechCorp,98,1901.42
GT-PROD-01236,Wearables,322,1200.68,10,11.9,GlobalCircuits,73,1575.16
GT-PROD-01237,Smartphones,273,1200.68,3,11.9,NextGen Supply,11,1480.69
GT-PROD-01238,Smart Home Hubs,314,1200.68,20,11.9,GlobalCircuits,19,1461.38
GT-PROD-01239,Smart Home Hubs,222,1200.68,19,11.9,GlobalCircuits,73,1488.32
GT-PROD-01240,Wearables,483,1200.68,5,11.9,GlobalCircuits,18,1756.32
GT-PROD-01241,Drones,145,1200.68,3,11.9,GlobalCircuits,16,1527.73
GT-PROD-01242,AI Processors,82,1200.68,5,11.9,NextGen Supply,10,1538.56
GT-PROD-01243,High-End Laptops,139,1200.68,8,11.9,NextGen Supply,16,1827.4
GT-PROD-01244,High-End Laptops,209,1200.68,24,11.9,NextGen Supply,85,1729.46
GT-PROD-01245,Smartphones,119,1200.68,25,11.9,InnoVision,38,1802.89
GT-PROD-01246,AI Processors,377,1200.68,10,11.9,TechCorp,13,1617.45
GT-PROD-01247,VR Headsets,32,1200.68,15,11.9,TechCorp,89,1870.25
GT-PROD-01248,Smartphones,352,1200.68,15,11.9,TechCorp,25,1765.34
GT-PROD-01249,Smartphones,63,1200.68,23,11.9,NextGen Supply,96,1817.39
GT-PROD-01250,Wearables,480,1200.68,7,11.9,GlobalCircuits,59,1839.46
GT-PROD-01251,Smart Home Hubs,365,1200.68,20,11.9,NextGen Supply,96,1570.2
GT-PROD-01252,Wearables,260,1200.68,5,11.9,TechCorp,13,1495.65
GT-PROD-01253,AI Processors,126,1200.68,17,11.9,InnoVision,99,1604.64
GT-PROD-01254,High-End Laptops,257,1200.68,28,11.9,GlobalCircuits,11,1451.5
GT-PROD-01255,Drones,266,1200.68,5,11.9,TechCorp,84,1864.92
GT-PROD-01256,Smartphones,311,1200.68,7,11.9,InnoVision,80,1718.75
GT-PROD-01257,Smart Home Hubs,215,1200.68,24,11.9,TechCorp,97,1588.17
GT-PROD-01258,VR Headsets,91,1200.68,4,11.9,TechCorp,61,1686.81
GT-PROD-01259,Smartphones,466,1200.68,21,11.9,NextGen Supply,82,1763.36
GT-PROD-01260,AI Processors,256,1200.68,5,11.9,NextGen Supply,13,1741.91
GT-PROD-01261,Smart Home Hubs,450,1200.68,3,11.9,TechCorp,75,1808.67
GT-PROD-01262,AI Processors,285,1200.68,20,11.9,GlobalCircuits,22,1744.4
GT-PROD-01263,Smartphones,310,1200.68,26,11.9,NextGen Supply,68,1639.57
GT-PROD-01264,High-End Laptops,458,1200.68,25,11.9,InnoVision,51,1864.61
GT-PROD-01265,VR Headsets,357,1200.68,6,11.9,GlobalCircuits,15,1751.36
GT-PROD-01266,Wearables,357,1200.68,4,11.9,NextGen Supply,61,1643.19
GT-PROD-01267,High-End Laptops,44,1200.68,14,11.9,NextGen Supply,34,1467.19
GT-PROD-01268,VR Headsets,471,1200.68,15,11.9,NextGen Supply,77,1886.18
GT-PROD-01269,Drones,71,1200.68,20,11.9,InnoVision,70,1679.22
GT-PROD-01270,Smart Home Hubs,472,1200.68,20,11.9,GlobalCircuits,44,1889.02
GT-PROD-01271,AI Processors,476,1200.68,9,11.9,GlobalCircuits,45,1854.07
GT-PROD-01272,Smart Home Hubs,236,1200.68,23,11.9,InnoVision,64,1842.79
GT-PROD-01273,Smart Home Hubs,307,1200.68,21,11.9,InnoVision,76,1913.32
GT-PROD-01274,VR Headsets,184,1200.68,15,11.9,GlobalCircuits,76,1560.12
GT-PROD-01275,Drones,490,1200.68,21,11.9,GlobalCircuits,66,1570.69
GT-PROD-01276,Drones,210,1200.68,4,11.9,InnoVision,24,1566.01
GT-PROD-01277,Smartphones,44,1200.68,18,11.9,TechCorp,10,1680.89
GT-PROD-01278,Drones,409,1200.68,19,11.9,TechCorp,44,1591.3
GT-PROD-01279,Smart Home Hubs,448,1200.68,16,11.9,TechCorp,62,1890.59
GT-PROD-01280,Smartphones,455,1200.68,23,11.9,TechCorp,70,1869.38
GT-PROD-01281,Smart Home Hubs,265,1200.68,19,11.9,InnoVision,42,1748.95
GT-PROD-01282,High-End Laptops,131,1200.68,13,11.9,TechCorp,59,1912.71
GT-PROD-01283,Smart Home Hubs,474,1200.68,4,11.9,NextGen Supply,98,1672.18
GT-PROD-01284,VR Headsets,127,1200.68,4,11.9,GlobalCircuits,13,1765.17
GT-PROD-01285,AI Processors,412,1200.68,9,11.9,InnoVision,94,1442.12
GT-PROD-01286,High-End Laptops,307,1200.68,8,11.9,NextGen Supply,12,1665.62
GT-PROD-01287,High-End Laptops,178,1200.68,8,11.9,NextGen Supply,92,1460.6
GT-PROD-01288,Wearables,193,1200.68,17,11.9,TechCorp,83,1864.62
GT-PROD-01289,Drones,129,1200.68,6,11.9,GlobalCircuits,61,1896.97
GT-PROD-01290,Smartphones,155,1200.68,13,11.9,NextGen Supply,46,1918.71
GT-PROD-01291,Wearables,304,1200.68,20,11.9,NextGen Supply,30,1911.31
GT-PROD-01292,Smart Home Hubs,430,1200.68,21,11.9,TechCorp,16,1575.39
GT-PROD-01293,AI Processors,254,1200.68,12,11.9,NextGen Supply,21,1679.81
GT-PROD-01294,High-End Laptops,303,1200.68,16,11.9,NextGen Supply,65,1662.34
GT-PROD-01295,AI Processors,49,1200.68,14,11.9,NextGen Supply,86,1667.26
GT-PROD-01296,AI Processors,211,1200.68,18,11.9,TechCorp,23,1852.51
GT-PROD-01297,Drones,131,1200.68,15,11.9,InnoVision,70,1803.38
GT-PROD-01298,Drones,358,1200.68,6,11.9,NextGen Supply,52,1679.45
GT-PROD-01299,Wearables,374,1200.68,23,11.9,InnoVision,52,1519.45
GT-PROD-01300,Wearables,330,1200.68,10,11.9,TechCorp,53,1680.58
GT-PROD-01301,AI Processors,232,1200.68,18,11.9,NextGen Supply,67,1850.25
GT-PROD-01302,Smartphones,14,1200.68,4,11.9,GlobalCircuits,66,1500.66
GT-PROD-01303,Smart Home Hubs,308,1200.68,27,11.9,GlobalCircuits,63,1912.82
GT-PROD-01304,Drones,187,1200.68,6,11.9,TechCorp,80,1674.98
GT-PROD-01305,Smartphones,298,1200.68,26,11.9,InnoVision,75,1651.01
GT-PROD-01306,Smart Home Hubs,356,1200.68,22,11.9,InnoVision,78,1549.63
GT-PROD-01307,VR Headsets,493,1200.68,9,11.9,TechCorp,57,1646.53
GT-PROD-01308,VR Headsets,328,1200.68,16,11.9,InnoVision,13,1780.17
GT-PROD-01309,Wearables,355,1200.68,29,11.9,InnoVision,27,1851.6
GT-PROD-01310,Smartphones,197,1200.68,8,11.9,GlobalCircuits,51,1904.24
GT-PROD-01311,Wearables,66,1200.68,18,11.9,GlobalCircuits,49,1573.02
GT-PROD-01312,AI Processors,309,1200.68,9,11.9,GlobalCircuits,20,1847.67
GT-PROD-01313,Smartphones,57,1200.68,25,11.9,NextGen Supply,59,1591.48
GT-PROD-01314,AI Processors,22,1200.68,10,11.9,GlobalCircuits,13,1840.39
GT-PROD-01315,High-End Laptops,393,1200.68,13,11.9,NextGen Supply,53,1716.02
GT-PROD-01316,VR Headsets,162,1200.68,4,11.9,NextGen Supply,56,1634.81
GT-PROD-01317,Smart Home Hubs,293,1200.68,17,11.9,TechCorp,82,1761.27
GT-PROD-01318,Smartphones,379,1200.68,15,11.9,GlobalCircuits,43,1631.34
GT-PROD-01319,Drones,191,1200.68,19,11.9,GlobalCircuits,92,1823.59
GT-PROD-01320,AI Processors,484,1200.68,29,11.9,TechCorp,21,1833.88
GT-PROD-01321,Drones,130,1200.68,28,11.9,InnoVision,58,1856.78
GT-PROD-01322,Drones,207,1200.68,16,11.9,InnoVision,60,1583.93
GT-PROD-01323,High-End Laptops,419,1200.68,12,11.9,InnoVision,57,1843.53
GT-PROD-01324,VR Headsets,372,1200.68,19,11.9,TechCorp,21,1798.29
GT-PROD-01325,Smartphones,21,1200.68,4,11.9,GlobalCircuits,69,1443.22
GT-PROD-01326,Smart Home Hubs,397,1200.68,17,11.9,InnoVision,69,1843.3
GT-PROD-01327,AI Processors,375,1200.68,15,11.9,NextGen Supply,16,1603.25
GT-PROD-01328,Smart Home Hubs,453,1200.68,18,11.9,NextGen Supply,39,1644.84
GT-PROD-01329,Smart Home Hubs,232,1200.68,3,11.9,InnoVision,51,1709.28
GT-PROD-01330,Wearables,408,1200.68,29,11.9,GlobalCircuits,71,1846.3
GT-PROD-01331,Wearables,18,1200.68,11,11.9,TechCorp,25,1835.14
GT-PROD-01332,High-End Laptops,476,1200.68,11,11.9,InnoVision,45,1707.16
GT-PROD-01333,Smart Home Hubs,490,1200.68,27,11.9,InnoVision,26,1725.4
GT-PROD-01334,Smart Home Hubs,302,1200.68,16,11.9,TechCorp,48,1860.38
GT-PROD-01335,Smart Home Hubs,269,1200.68,11,11.9,GlobalCircuits,96,1796.68
GT-PROD-01336,VR Headsets,34,1200.68,5,11.9,GlobalCircuits,84,1723.81
GT-PROD-01337,VR Headsets,169,1200.68,6,11.9,NextGen Supply,77,1569.39
GT-PROD-01338,Wearables,49,1200.68,11,11.9,InnoVision,59,1676.52
GT-PROD-01339,Drones,60,1200.68,25,11.9,InnoVision,94,1600.89
GT-PROD-01340,Smart Home Hubs,41,1200.68,5,11.9,InnoVision,98,1494.71
GT-PROD-01341,Wearables,493,1200.68,12,11.9,GlobalCircuits,69,1730.78
GT-PROD-01342,Drones,39,1200.68,29,11.9,NextGen Supply,74,1634.76
GT-PROD-01343,Smartphones,238,1200.68,20,11.9,GlobalCircuits,12,1858.91
GT-PROD-01344,AI Processors,151,1200.68,5,11.9,InnoVision,49,1529.6
GT-PROD-01345,Smartphones,364,1200.68,3,11.9,GlobalCircuits,62,1810.18
GT-PROD-01346,VR Headsets,292,1200.68,9,11.9,TechCorp,57,1563.66
GT-PROD-01347,Drones,258,1200.68,8,11.9,InnoVision,66,1653.02
GT-PROD-01348,Wearables,228,1200.68,19,11.9,TechCorp,86,1713.44
GT-PROD-01349,Smart Home Hubs,362,1200.68,16,11.9,InnoVision,41,1650.14
GT-PROD-01350,Drones,208,1200.68,24,11.9,TechCorp,73,1801.32
GT-PROD-01351,Wearables,136,1200.68,27,11.9,GlobalCircuits,60,1675.08
GT-PROD-01352,Smartphones,446,1200.68,18,11.9,TechCorp,35,1508.99
GT-PROD-01353,Smartphones,115,1200.68,14,11.9,TechCorp,44,1484.67
GT-PROD-01354,High-End Laptops,114,1200.68,20,11.9,TechCorp,37,1616.89
GT-PROD-01355,VR Headsets,392,1200.68,15,11.9,NextGen Supply,89,1735.03
GT-PROD-01356,Drones,307,1200.68,24,11.9,InnoVision,66,1645.25
GT-PROD-01357,Smartphones,314,1200.68,23,11.9,TechCorp,54,1498.02
GT-PROD-01358,Smart Home Hubs,439,1200.68,18,11.9,GlobalCircuits,61,1684.03
GT-PROD-01359,VR Headsets,346,1200.68,22,11.9,GlobalCircuits,10,1527.98
GT-PROD-01360,Drones,390,1200.68,13,11.9,NextGen Supply,83,1580.2
GT-PROD-01361,VR Headsets,34,1200.68,21,11.9,InnoVision,62,1766.97
GT-PROD-01362,VR Headsets,435,1200.68,22,11.9,TechCorp,47,1706.03
GT-PROD-01363,Drones,210,1200.68,16,11.9,GlobalCircuits,29,1854.29
GT-PROD-01364,High-End Laptops,33,1200.68,7,11.9,NextGen Supply,27,1602.44
GT-PROD-01365,High-End Laptops,79,1200.68,19,11.9,NextGen Supply,52,1584.07
GT-PROD-01366,Wearables,325,1200.68,18,11.9,NextGen Supply,79,1698.46
GT-PROD-01367,AI Processors,94,1200.68,3,11.9,GlobalCircuits,86,1708.23
GT-PROD-01368,Smartphones,36,1200.68,6,11.9,NextGen Supply,70,1784.31
GT-PROD-01369,Smartphones,147,1200.68,11,11.9,InnoVision,48,1881.98
GT-PROD-01370,AI Processors,399,1200.68,21,11.9,GlobalCircuits,66,1447.41
GT-PROD-01371,Smartphones,229,1200.68,24,11.9,GlobalCircuits,24,1472.37
GT-PROD-01372,Wearables,256,1200.68,29,11.9,NextGen Supply,93,1479.72
GT-PROD-01373,Drones,382,1200.68,17,11.9,InnoVision,12,1810.47
GT-PROD-01374,Wearables,465,1200.68,20,11.9,InnoVision,50,1459.7
GT-PROD-01375,AI Processors,233,1200.68,21,11.9,InnoVision,80,1571.81
GT-PROD-01376,Drones,183,1200.68,6,11.9,GlobalCircuits,89,1621.12
GT-PROD-01377,VR Headsets,31,1200.68,10,11.9,GlobalCircuits,45,1616.93
GT-PROD-01378,VR Headsets,178,1200.68,10,11.9,GlobalCircuits,91,1601.53
GT-PROD-01379,VR Headsets,330,1200.68,23,11.9,InnoVision,50,1656.75
GT-PROD-01380,VR Headsets,279,1200.68,25,11.9,NextGen Supply,36,1627.32
GT-PROD-01381,VR Headsets,300,1200.68,10,11.9,NextGen Supply,11,1564.11
GT-PROD-01382,Smart Home Hubs,189,1200.68,4,11.9,NextGen Supply,95,1521.58
GT-PROD-01383,Smartphones,71,1200.68,27,11.9,GlobalCircuits,77,1807.62
GT-PROD-01384,Wearables,31,1200.68,9,11.9,GlobalCircuits,97,1704.34
GT-PROD-01385,AI Processors,210,1200.68,9,11.9,InnoVision,19,1708.38
GT-PROD-01386,Drones,202,1200.68,22,11.9,NextGen Supply,98,1899.46
GT-PROD-01387,VR Headsets,271,1200.68,23,11.9,NextGen Supply,89,1442.89
GT-PROD-01388,AI Processors,191,1200.68,20,11.9,InnoVision,19,1595.46
GT-PROD-01389,High-End Laptops,298,1200.68,23,11.9,GlobalCircuits,79,1791.94
GT-PROD-01390,Drones,173,1200.68,21,11.9,InnoVision,20,1571.54
GT-PROD-01391,Smartphones,394,1200.68,22,11.9,TechCorp,37,1524.91
GT-PROD-01392,Wearables,371,1200.68,17,11.9,TechCorp,46,1483.9
GT-PROD-01393,High-End Laptops,140,1200.68,20,11.9,InnoVision,23,1733.23
GT-PROD-01394,VR Headsets,60,1200.68,18,11.9,InnoVision,95,1442.4
GT-PROD-01395,Wearables,56,1200.68,18,11.9,InnoVision,36,1474.92
GT-PROD-01396,VR Headsets,322,1200.68,10,11.9,TechCorp,33,1919.47
GT-PROD-01397,Smart Home Hubs,145,1200.68,27,11.9,GlobalCircuits,85,1681.35
GT-PROD-01398,Drones,245,1200.68,29,11.9,GlobalCircuits,53,1500.53
GT-PROD-01399,AI Processors,280,1200.68,6,11.9,NextGen Supply,64,1499.68
GT-PROD-01400,VR Headsets,415,1200.68,20,11.9,GlobalCircuits,43,1720.35
GT-PROD-01401,High-End Laptops,361,1200.68,11,11.9,TechCorp,70,1630.17
GT-PROD-01402,Smartphones,341,1200.68,20,11.9,GlobalCircuits,71,1733.9
GT-PROD-01403,VR Headsets,385,1200.68,9,11.9,InnoVision,64,1769
GT-PROD-01404,Smartphones,51,1200.68,22,11.9,TechCorp,56,1720.3
GT-PROD-01405,VR Headsets,304,1200.68,25,11.9,NextGen Supply,79,1507.39
GT-PROD-01406,VR Headsets,471,1200.68,14,11.9,InnoVision,57,1761.9
GT-PROD-01407,Wearables,488,1200.68,15,11.9,TechCorp,74,1692.89
GT-PROD-01408,AI Processors,172,1200.68,6,11.9,GlobalCircuits,19,1476.86
GT-PROD-01409,Drones,291,1200.68,14,11.9,TechCorp,67,1896.61
GT-PROD-01410,AI Processors,469,1200.68,17,11.9,InnoVision,57,1667.96
GT-PROD-01411,Wearables,336,1200.68,29,11.9,GlobalCircuits,36,1766.63
GT-PROD-01412,Drones,300,1200.68,3,11.9,InnoVision,56,1866.9
GT-PROD-01413,AI Processors,50,1200.68,19,11.9,NextGen Supply,37,1840.6
GT-PROD-01414,AI Processors,492,1200.68,23,11.9,GlobalCircuits,33,1572.44
GT-PROD-01415,AI Processors,462,1200.68,20,11.9,TechCorp,53,1903.27
GT-PROD-01416,Smart Home Hubs,56,1200.68,26,11.9,InnoVision,59,1716.38
GT-PROD-01417,Wearables,145,1200.68,15,11.9,InnoVision,47,1806.61
GT-PROD-01418,Drones,432,1200.68,9,11.9,NextGen Supply,42,1907.43
GT-PROD-01419,Drones,90,1200.68,4,11.9,NextGen Supply,12,1720.42
GT-PROD-01420,AI Processors,460,1200.68,26,11.9,GlobalCircuits,96,1545.6
GT-PROD-01421,AI Processors,71,1200.68,28,11.9,NextGen Supply,88,1745.88
GT-PROD-01422,AI Processors,343,1200.68,5,11.9,GlobalCircuits,50,1527.81
GT-PROD-01423,Smartphones,216,1200.68,5,11.9,InnoVision,96,1617.49
GT-PROD-01424,Drones,484,1200.68,4,11.9,TechCorp,96,1835.66
GT-PROD-01425,Smartphones,239,1200.68,10,11.9,GlobalCircuits,78,1876.17
GT-PROD-01426,High-End Laptops,474,1200.68,26,11.9,TechCorp,97,1625.79
GT-PROD-01427,Smartphones,264,1200.68,10,11.9,NextGen Supply,41,1865.77
GT-PROD-01428,Drones,201,1200.68,21,11.9,TechCorp,76,1475.34
GT-PROD-01429,Smartphones,313,1200.68,10,11.9,InnoVision,58,1531.26
GT-PROD-01430,Wearables,304,1200.68,24,11.9,InnoVision,48,1622.24
GT-PROD-01431,VR Headsets,22,1200.68,12,11.9,TechCorp,72,1853.73
GT-PROD-01432,VR Headsets,352,1200.68,21,11.9,InnoVision,26,1579.87
GT-PROD-01433,Wearables,225,1200.68,29,11.9,GlobalCircuits,10,1852.23
GT-PROD-01434,Drones,66,1200.68,4,11.9,NextGen Supply,64,1495.88
GT-PROD-01435,High-End Laptops,259,1200.68,29,11.9,GlobalCircuits,81,1860.2
GT-PROD-01436,VR Headsets,143,1200.68,11,11.9,NextGen Supply,94,1453.81
GT-PROD-01437,Wearables,266,1200.68,5,11.9,NextGen Supply,53,1609.43
GT-PROD-01438,VR Headsets,61,1200.68,17,11.9,GlobalCircuits,30,1632.92
GT-PROD-01439,VR Headsets,436,1200.68,11,11.9,InnoVision,44,1858.05
GT-PROD-01440,High-End Laptops,436,1200.68,28,11.9,TechCorp,78,1759.54
GT-PROD-01441,Smartphones,497,1200.68,16,11.9,GlobalCircuits,92,1800.28
GT-PROD-01442,Smartphones,152,1200.68,7,11.9,GlobalCircuits,19,1590.39
GT-PROD-01443,Wearables,427,1200.68,18,11.9,TechCorp,82,1735.9
GT-PROD-01444,Smartphones,170,1200.68,14,11.9,GlobalCircuits,58,1857.56
GT-PROD-01445,Smart Home Hubs,393,1200.68,16,11.9,NextGen Supply,69,1446.89
GT-PROD-01446,Wearables,379,1200.68,24,11.9,TechCorp,13,1510.97
GT-PROD-01447,VR Headsets,88,1200.68,23,11.9,TechCorp,38,1620.08
GT-PROD-01448,Smart Home Hubs,96,1200.68,7,11.9,GlobalCircuits,30,1503.99
GT-PROD-01449,VR Headsets,492,1200.68,10,11.9,GlobalCircuits,55,1718.55
GT-PROD-01450,Drones,145,1200.68,7,11.9,GlobalCircuits,70,1463.86
GT-PROD-01451,High-End Laptops,36,1200.68,5,11.9,GlobalCircuits,12,1823.07
GT-PROD-01452,Drones,184,1200.68,9,11.9,InnoVision,99,1832.73
GT-PROD-01453,AI Processors,201,1200.68,21,11.9,TechCorp,10,1538.52
GT-PROD-01454,Smart Home Hubs,281,1200.68,13,11.9,NextGen Supply,23,1594.55
GT-PROD-01455,VR Headsets,236,1200.68,22,11.9,GlobalCircuits,88,1717.11
GT-PROD-01456,Smart Home Hubs,450,1200.68,20,11.9,GlobalCircuits,88,1541.26
GT-PROD-01457,Wearables,19,1200.68,29,11.9,NextGen Supply,45,1807.51
GT-PROD-01458,Wearables,97,1200.68,3,11.9,NextGen Supply,25,1461.14
GT-PROD-01459,Drones,311,1200.68,11,11.9,NextGen Supply,28,1825.98
GT-PROD-01460,Smart Home Hubs,27,1200.68,12,11.9,InnoVision,72,1811.88
GT-PROD-01461,Smartphones,477,1200.68,26,11.9,InnoVision,35,1456.97
GT-PROD-01462,Wearables,140,1200.68,27,11.9,TechCorp,84,1665.35
GT-PROD-01463,Smart Home Hubs,25,1200.68,6,11.9,InnoVision,61,1706.12
GT-PROD-01464,Smart Home Hubs,47,1200.68,10,11.9,TechCorp,93,1820
GT-PROD-01465,AI Processors,232,1200.68,6,11.9,NextGen Supply,47,1512.11
GT-PROD-01466,Wearables,439,1200.68,21,11.9,InnoVision,48,1451.1
GT-PROD-01467,Drones,356,1200.68,27,11.9,GlobalCircuits,35,1619.74
GT-PROD-01468,Smart Home Hubs,158,1200.68,11,11.9,TechCorp,39,1669.52
GT-PROD-01469,VR Headsets,127,1200.68,24,11.9,NextGen Supply,89,1894.58
GT-PROD-01470,Smartphones,119,1200.68,3,11.9,GlobalCircuits,62,1754.9
GT-PROD-01471,High-End Laptops,265,1200.68,10,11.9,GlobalCircuits,59,1856.71
GT-PROD-01472,Smartphones,405,1200.68,7,11.9,GlobalCircuits,20,1729.83
GT-PROD-01473,AI Processors,20,1200.68,5,11.9,TechCorp,88,1747.53
GT-PROD-01474,AI Processors,125,1200.68,15,11.9,GlobalCircuits,13,1767.79
GT-PROD-01475,VR Headsets,97,1200.68,26,11.9,InnoVision,90,1691.96
GT-PROD-01476,Smart Home Hubs,370,1200.68,20,11.9,InnoVision,99,1813.23
GT-PROD-01477,Smartphones,130,1200.68,13,11.9,GlobalCircuits,41,1509.55
GT-PROD-01478,Smartphones,154,1200.68,6,11.9,NextGen Supply,35,1630.83
GT-PROD-01479,AI Processors,402,1200.68,29,11.9,InnoVision,78,1591.75
GT-PROD-01480,Drones,77,1200.68,8,11.9,NextGen Supply,23,1887.02
GT-PROD-01481,High-End Laptops,34,1200.68,27,11.9,TechCorp,61,1841.53
GT-PROD-01482,High-End Laptops,270,1200.68,11,11.9,InnoVision,40,1700.64
GT-PROD-01483,Wearables,242,1200.68,11,11.9,GlobalCircuits,81,1684.18
